Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"-0,22","-0,34","0,38","-0,77","0,28","-0,97","-0,19","-0,55","-0,12","-0,09","-0,26","-0,07","-0,49","-2,84","-116,19","32,99","30,61"
P/VP,"-0,07","-0,06","-0,16","-0,18","-0,28","-0,20","-0,04","-0,11","-0,03","-0,06","-0,16","-0,04","-0,56","1,38","1,10","2,15","2,84"
P/EBIT,"-0,28","-0,90","-2,24","-3,55","0,25","-1,96","-0,28","-0,73","-0,26","-0,14","-0,24","-0,09","-1,28","6,64","-14,56","11,07","-1.403,74"
P/EBIT *,"-0,28","-1,10","-2,61","-4,24","0,25","-2,08","-0,27","-0,76","-0,27","-0,14","-0,24","-0,08","-4,39","23,20","14,16","10,76","-10,25"
PSR,"17,07","18,17","27,94","27,14","14,61","68,27","6,71","3,61","0,96","0,83","0,12","0,09","0,19","0,34","0,45","1,02","1,25"
P/Ativos,"0,30","0,09","0,16","0,22","0,24","0,32","0,06","0,12","0,02","0,03","0,02","0,02","0,06","0,14","0,19","0,43","0,52"
LPA,"-9,17","-4,28","8,73","-6,97","23,66","-9,98","-8,53","-5,86","-5,90","-11,74","-3,82","-14,80","-7,53","-2,64","-0,11","0,81","0,90"
VPA,"-31,22","-25,25","-20,67","-29,79","-23,17","-47,32","-37,06","-29,18","-23,60","-17,78","-6,42","-27,63","-6,59","5,43","11,64","12,49","9,67"
EBIT por ação,"-7,27","-1,63","-1,49","-1,51","26,04","-4,93","-5,87","-4,44","-2,65","-7,44","-4,22","-11,67","-2,90","1,13","-0,88","2,42","-0,02"
EBIT por ação *,"-7,18","-1,33","-1,27","-1,26","26,06","-4,63","-6,01","-4,24","-2,64","-7,69","-4,22","-12,30","-0,84","0,32","0,90","2,49","-2,68"
Ativo por ação,"6,81","17,15","21,45","24,27","27,70","29,96","25,89","27,08","33,25","35,83","42,01","49,09","58,78","54,60","69,12","62,62","52,92"
Receita líquida por ação,"0,12","0,08","0,12","0,20","0,45","0,14","0,24","0,90","0,73","1,27","8,29","11,38","19,65","22,17","28,24","26,21","22,01"
Margem bruta,"-46,16%","-48,00%","-49,16%","-70,22%","35,20%","31,17%","15,22%","57,92%","20,21%","29,56%","37,98%","-23,81%","14,53%","15,09%","18,85%","17,16%","21,67%"
Margem líquida,"-7.892,13%","-5.378,76%","7.364,26%","-3.418,82%","5.339,16%","-6.363,36%","-3.432,24%","-638,23%","-794,34%","-904,81%","-44,59%","-126,17%","-37,91%","-12,12%","-0,39%","3,10%","4,07%"
Margem EBIT,"-6.079,01%","-2.009,40%","-1.248,10%","-763,86%","5.810,08%","-3.491,98%","-2.431,23%","-494,80%","-362,37%","-587,99%","-50,95%","-102,49%","-14,75%","5,09%","-3,11%","9,23%","-0,09%"
Margem EBIT *,"-6.002,51%","-1.647,02%","-1.069,04%","-640,59%","5.814,13%","-3.277,33%","-2.486,73%","-472,00%","-360,61%","-607,83%","-50,88%","-108,02%","-4,28%","1,46%","3,20%","9,50%","-12,16%"
Margem EBITDA,"-5.988,28%","-1.863,58%","-1.108,13%","-691,71%","5.849,30%","-3.251,31%","-2.338,40%","-460,54%","-319,14%","-562,03%","-46,14%","-98,90%","-12,76%","6,86%","-1,81%","10,64%","1,80%"
Margem EBITDA *,"-5.911,78%","-1.501,20%","-929,08%","-568,44%","5.853,35%","-3.036,66%","-2.393,91%","-437,73%","-317,37%","-581,87%","-46,07%","-104,43%","-2,29%","3,22%","4,50%","10,91%","-10,27%"
Margem operacional,"-7.898,66%","-5.366,29%","-3.867,13%","-3.415,86%","5.285,27%","-6.491,43%","-3.430,07%","-643,88%","-797,12%","-874,08%","-76,36%","-135,39%","-39,84%","-11,56%","1,39%","3,53%","-13,03%"
ROE,"30,22%","17,24%","-42,45%","22,62%","-103,27%","18,99%","22,38%","19,65%","24,63%","64,39%","57,55%","51,99%","113,13%","-49,50%","-0,95%","6,50%","9,26%"
ROA,"-1,38","-0,25","0,41","-0,28","0,86","-0,30","-0,32","-0,21","-0,17","-0,32","-0,09","-0,29","-0,13","-0,05","-0,00","0,01","0,02"
ROIC,"-127,80%","-10,14%","-7,36%","-6,53%","99,40%","-17,44%","-24,73%","-17,66%","-8,53%","-21,92%","-10,53%","-25,80%","-5,35%","2,18%","-1,44%","4,22%","-0,04%"
ROIC *,"-126,19%","-8,31%","-6,30%","-5,48%","99,47%","-16,37%","-25,30%","-16,85%","-8,48%","-22,66%","-10,52%","-27,19%","-1,55%","0,62%","1,48%","4,34%","-5,34%"
Giro do ativo,"0,02","0,00","0,01","0,01","0,02","0,00","0,01","0,03","0,02","0,04","0,20","0,23","0,33","0,41","0,41","0,42","0,42"
EBIT *,-391 mi,-73 mi,-70 mi,-69 mi,1.417 mi,-252 mi,-327 mi,-231 mi,-144 mi,-419 mi,-230 mi,-669 mi,-46 mi,17 mi,49 mi,135 mi,-146 mi
EBITDA,-390 mi,-83 mi,-72 mi,-75 mi,1.426 mi,-250 mi,-308 mi,-226 mi,-128 mi,-387 mi,-209 mi,-613 mi,-137 mi,82 mi,-28 mi,151 mi,21 mi
EBITDA *,-385 mi,-67 mi,-61 mi,-61 mi,1.427 mi,-234 mi,-315 mi,-214 mi,-127 mi,-401 mi,-208 mi,-647 mi,-25 mi,38 mi,69 mi,155 mi,-123 mi
Liquidez corrente,"0,15","0,08","0,10","0,09","0,12","0,22","0,12","0,13","0,24","0,29","0,40","0,22","0,51","0,75","0,95","0,91","0,83"
Liquidez seca,"0,14","0,07","0,09","0,08","0,11","0,22","0,11","0,12","0,15","0,17","0,25","0,09","0,34","0,60","0,78","0,70","0,67"
Liquidez imediata,"0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,02","0,02","0,07"
Dívida bruta,828 mi,927 mi,876 mi,876 mi,846 mi,877 mi,658 mi,618 mi,650 mi,585 mi,585 mi,1.713 mi,1.792 mi,1.419 mi,1.377 mi,1.097 mi,923 mi
Dívida líquida,811 mi,927 mi,874 mi,874 mi,836 mi,877 mi,657 mi,615 mi,646 mi,583 mi,580 mi,1.708 mi,1.695 mi,1.344 mi,1.110 mi,917 mi,823 mi
Capital de giro,-771 mi,-1.159 mi,-970 mi,-1.105 mi,-904 mi,-1.947 mi,-1.916 mi,-1.590 mi,-1.568 mi,-1.392 mi,-969 mi,-2.401 mi,-1.153 mi,-385 mi,-80 mi,-147 mi,-237 mi
Endividamento geral,"-121,82%","-167,92%","-203,73%","-181,45%","-219,54%","-163,31%","-169,85%","-192,79%","-240,90%","-301,50%","-754,05%","-277,66%","-992,51%","905,97%","493,92%","401,48%","447,01%"
