Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"0,91","7,84","6,82","11,23","13,81","15,13","18,55",-,-,-,-,-,-,-,-,-,-
P/VP,"3,39","3,10","3,27","6,05","4,21","3,22","2,64",-,-,-,-,-,-,-,-,-,-
P/EBIT,"0,88","6,12","5,26","8,66","8,60","9,30","11,74",-,-,-,-,-,-,-,-,-,-
P/EBIT *,"0,86","5,27","4,82","7,09","7,47","7,66","7,92",-,-,-,-,-,-,-,-,-,-
PSR,"1,44","1,43","1,46","2,05","1,74","1,85","1,56",-,-,-,-,-,-,-,-,-,-
P/Ativos,"0,93","0,87","1,06","1,37","1,17","0,89","0,87",-,-,-,-,-,-,-,-,-,-
LPA,"8,71","0,89","1,01","0,70","0,46","0,33","0,21",-,-,-,-,-,-,-,-,-,-
VPA,"2,34","2,26","2,10","1,31","1,52","1,53","1,49",-,-,-,-,-,-,-,-,-,-
EBIT por ação,"9,07","1,15","1,31","0,91","0,75","0,53","0,34",-,-,-,-,-,-,-,-,-,-
EBIT por ação *,"9,27","1,33","1,42","1,12","0,86","0,64","0,50",-,-,-,-,-,-,-,-,-,-
Ativo por ação,"8,51","8,07","6,46","5,79","5,49","5,54","4,51",-,-,-,-,-,-,-,-,-,-
Receita líquida por ação,"5,53","4,92","4,70","3,85","3,68","2,66","2,53",-,-,-,-,-,-,-,-,-,-
Margem bruta,"172,37%","31,83%","33,81%","34,36%","28,82%","30,26%","26,76%","24,98%","27,46%","25,07%","20,69%","21,00%","11,73%","8,96%","16,49%","19,81%","24,03%"
Margem líquida,"157,45%","18,19%","21,45%","18,28%","12,63%","12,23%","8,38%","8,29%","11,91%","7,69%","12,42%","8,66%","-9,17%","-29,98%","-16,07%","-4,77%","5,57%"
Margem EBIT,"163,85%","23,31%","27,79%","23,71%","20,27%","19,90%","13,25%","14,53%","14,17%","13,12%","6,69%","9,94%","-2,04%","-23,88%","2,89%","9,52%","9,82%"
Margem EBIT *,"167,50%","27,07%","30,33%","28,94%","23,34%","24,16%","19,64%","17,57%","19,40%","14,01%","10,65%","12,12%","0,71%","-3,93%","8,92%","9,77%","11,21%"
Margem EBITDA,"168,87%","27,22%","32,02%","28,18%","24,77%","25,21%",--%,--%,--%,--%,--%,--%,--%,--%,"9,00%","15,50%","17,34%"
Margem EBITDA *,"172,52%","30,98%","34,56%","33,40%","27,84%","29,47%",--%,--%,--%,--%,--%,--%,--%,--%,"15,03%","15,75%","18,73%"
Margem operacional,"159,51%","20,20%","24,60%","20,39%","16,00%","16,42%","10,63%","10,24%","10,15%","9,21%","14,26%","4,83%","-9,60%","-32,72%","-17,20%","-6,06%","4,49%"
ROE,"371,61%","39,61%","47,90%","53,85%","30,52%","21,30%","14,21%","15,15%","23,76%","16,60%","28,20%","47,39%","-58,06%","-674,55%","-78,15%","-11,30%","8,87%"
ROA,"1,02","0,11","0,16","0,12","0,08","0,06","0,05","0,05","0,07","0,05","0,08","0,06","-0,05","-0,16","-0,09","-0,02","0,02"
ROIC,"135,64%","19,56%","24,52%","19,97%","17,35%","12,93%","9,46%","10,50%","10,70%","9,99%","5,10%","8,52%","-1,36%","-15,19%","1,84%","5,74%","4,34%"
ROIC *,"138,67%","22,72%","26,75%","24,37%","19,97%","15,71%","14,02%","12,69%","14,64%","10,67%","8,12%","10,38%","0,47%","-2,50%","5,68%","5,89%","4,96%"
Giro do ativo,"0,65","0,61","0,73","0,67","0,67","0,48","0,56","0,61","0,60","0,59","0,61","0,66","0,56","0,52","0,56","0,50","0,40"
EBIT *,20.474 mi,2.940 mi,3.147 mi,2.463 mi,1.894 mi,1.419 mi,1.098 mi,965 mi,999 mi,640 mi,445 mi,483 mi,17 mi,-93 mi,217 mi,206 mi,177 mi
EBITDA,20.642 mi,2.956 mi,3.323 mi,2.399 mi,2.011 mi,1.480 mi,--,--,--,--,--,--,--,--,219 mi,327 mi,273 mi
EBITDA *,21.088 mi,3.365 mi,3.586 mi,2.843 mi,2.260 mi,1.731 mi,--,--,--,--,--,--,--,--,365 mi,332 mi,295 mi
Liquidez corrente,"1,89","1,56","1,47","1,36","1,45","1,96","2,74","1,60","1,55","1,46","1,16","0,92","1,09","0,98","0,49","0,99","0,82"
Liquidez seca,"1,88","1,55","1,47","1,34","1,42","1,95","2,74","1,59","1,55","1,45","1,16","0,92","1,08","0,97","0,49","0,98","0,80"
Liquidez imediata,"0,24","0,30","0,12","0,07","0,05","0,38","0,27","0,43","0,53","0,09","0,02","0,02","0,11","0,05","0,09","0,33","0,17"
Dívida bruta,8.196 mi,7.675 mi,4.882 mi,5.581 mi,4.119 mi,4.206 mi,3.462 mi,2.961 mi,2.866 mi,2.363 mi,1.683 mi,2.250 mi,1.534 mi,1.892 mi,1.936 mi,1.594 mi,1.159 mi
Dívida líquida,5.465 mi,4.061 mi,3.591 mi,3.899 mi,2.565 mi,1.752 mi,1.990 mi,2.128 mi,1.790 mi,1.196 mi,884 mi,1.689 mi,1.294 mi,1.461 mi,1.727 mi,1.137 mi,964 mi
Capital de giro,2.963 mi,2.443 mi,1.378 mi,1.163 mi,1.470 mi,2.434 mi,2.299 mi,1.157 mi,1.118 mi,950 mi,350 mi,-176 mi,94 mi,-34 mi,-1.192 mi,-20 mi,-206 mi
Endividamento geral,"263,19%","257,32%","207,16%","342,57%","261,04%","262,90%","201,50%","201,23%","232,84%","267,89%","271,62%","729,78%","1.034,23%","4.226,82%","770,76%","371,15%","302,02%"
