Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
Margem EBIT,"36,58%","26,41%","35,65%","2,37%","100,45%","562,89%","-98,23%","12,03%","9,42%","10,90%","11,67%","5,41%","2,19%","-9,29%","-1,34%","-1,24%","16,46%","-11,08%"
Margem EBIT *,"-14,12%","-21,12%","-15,59%","2,90%","4,12%","-43,38%","-117,27%","11,25%","10,53%","11,79%","9,10%","2,93%","1,22%","-8,38%","-7,35%","-9,60%","-7,85%","-11,65%"
Margem EBITDA,"51,51%","41,36%","49,21%","11,92%","110,35%","573,93%","-75,48%","14,07%","11,52%","12,91%","13,86%","7,84%","4,95%","-6,15%","1,89%","2,65%","20,50%","-6,17%"
Margem EBITDA *,"0,80%","-6,16%","-2,04%","12,45%","14,02%","-32,35%","-94,52%","13,29%","12,64%","13,80%","11,29%","5,36%","3,99%","-5,24%","-4,12%","-5,70%","-3,81%","-6,74%"
Margem operacional,"44,20%","32,04%","49,58%","33,32%","116,99%","608,09%","-33,36%","16,28%","14,18%","16,99%","18,40%","12,79%","8,35%","-2,72%","3,96%","2,31%","20,59%","5,26%"
ROE,"4,87%","3,69%","4,58%","1,77%","5,91%","20,46%","85,49%","8,58%","6,77%","7,12%","13,19%","5,82%","2,98%","-2,27%","0,51%","-0,37%","4,44%","0,57%"
ROA,"0,03","0,03","0,03","0,01","0,05","0,18","0,72","0,07","0,05","0,06","0,10","0,04","0,02","-0,02","0,00","-0,00","0,03","0,00"
ROIC,"3,85%","2,74%","2,92%","0,18%","7,02%","35,26%","-4,44%","10,00%","7,67%","8,28%","8,17%","3,93%","1,53%","-5,58%","-0,68%","-0,58%","8,87%","-5,38%"
ROIC *,"-1,48%","-2,19%","-1,28%","0,22%","0,29%","-2,72%","-5,30%","9,35%","8,57%","8,96%","6,37%","2,13%","0,86%","-5,04%","-3,72%","-4,49%","-4,23%","-5,66%"
Giro do ativo,"0,09","0,09","0,07","0,06","0,05","0,04","0,03","0,59","0,56","0,54","0,49","0,48","0,43","0,34","0,30","0,26","0,24","0,24"
EBIT *,-17 mi,-25 mi,-14 mi,1 mi,1 mi,-14 mi,-32 mi,45 mi,39 mi,41 mi,28 mi,8 mi,3 mi,-20 mi,-16 mi,-19 mi,-16 mi,-21 mi
EBITDA,61 mi,48 mi,43 mi,5 mi,47 mi,172 mi,-21 mi,57 mi,43 mi,45 mi,43 mi,22 mi,13 mi,-15 mi,3 mi,5 mi,40 mi,-11 mi
EBITDA *,0 mi,-8 mi,-2 mi,6 mi,5 mi,-10 mi,-26 mi,54 mi,47 mi,48 mi,35 mi,15 mi,10 mi,-13 mi,-9 mi,-12 mi,-8 mi,-12 mi
Liquidez corrente,"4,07","3,34","5,08","8,61","15,32","16,04","21,57","3,49","3,47","3,98","3,66","4,42","4,05","3,70","4,81","3,42","3,78","7,32"
Liquidez seca,"4,07","3,34","5,08","8,61","15,32","16,04","21,57","3,38","3,36","3,85","3,55","4,29","3,95","3,63","4,74","3,38","3,74","7,23"
Liquidez imediata,"0,02","0,16","0,08","0,11","0,16","1,03","19,67","2,05","2,17","2,39","2,36","2,78","2,61","2,25","2,58","0,99","1,12","2,25"
Dívida bruta,149 mi,153 mi,113 mi,114 mi,58 mi,22 mi,0 mi,0 mi,0 mi,0 mi,0 mi,0 mi,17 mi,27 mi,17 mi,24 mi,33 mi,17 mi
Dívida líquida,-33 mi,-6 mi,-60 mi,-108 mi,-145 mi,-256 mi,-217 mi,-175 mi,-183 mi,-167 mi,-176 mi,-187 mi,-202 mi,-244 mi,-259 mi,-302 mi,-417 mi,-335 mi
Capital de giro,191 mi,154 mi,187 mi,228 mi,243 mi,303 mi,225 mi,211 mi,206 mi,207 mi,198 mi,201 mi,218 mi,247 mi,295 mi,309 mi,376 mi,352 mi
Endividamento geral,"41,60%","41,79%","39,10%","28,36%","18,58%","14,59%","18,05%","30,05%","26,25%","24,47%","26,01%","33,89%","33,21%","32,67%","27,07%","35,51%","34,16%","20,06%"
