Conta,1T2026 (TTM),2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"15,85","20,71","19,84","54,56","13,24","8,61","1,86","15,94","11,71","12,14","5,08","11,88","23,20","-29,20","121,32","-164,19","13,34","92,73"
P/VP,"0,77","0,77","0,91","0,97","0,78","1,76","1,59","1,37","0,79","0,86","0,67","0,69","0,69","0,66","0,61","0,58","0,59","0,53"
P/EBIT,"16,50","22,55","26,05","562,51","12,54","6,89","-41,38","14,87","11,71","11,64","9,33","19,72","54,91","-15,60","-120,36","-132,01","11,18","-16,37"
P/EBIT *,"-42,74","-28,20","-59,55","460,41","305,44","-89,41","-34,66","15,90","10,47","10,76","11,97","36,37","98,22","-17,30","-21,90","-17,10","-23,47","-15,57"
PSR,"6,04","5,95","9,29","13,36","12,59","38,79","40,65","1,79","1,10","1,27","1,09","1,07","1,20","1,45","1,61","1,64","1,84","1,81"
P/Ativos,"0,55","0,54","0,65","0,75","0,66","1,53","1,35","1,05","0,62","0,69","0,53","0,51","0,52","0,50","0,48","0,42","0,44","0,44"
LPA,"2,49","1,86","2,26","0,67","2,24","7,45","32,30","2,51","1,95","2,04","3,71","1,42","0,77","-0,63","0,15","-0,11","1,51","0,19"
VPA,"51,09","50,30","49,41","37,82","37,86","36,48","37,85","29,23","28,84","28,63","27,99","24,55","25,58","27,79","30,26","30,82","34,11","33,26"
EBIT por ação,"2,39","1,71","1,72","0,06","2,36","9,30","-1,45","2,70","1,95","2,13","2,02","0,86","0,32","-1,18","-0,15","-0,13","1,81","-1,07"
EBIT por ação *,"-0,92","-1,37","-0,75","0,08","0,10","-0,72","-1,73","2,52","2,18","2,30","1,57","0,46","0,18","-1,06","-0,84","-1,04","-0,86","-1,13"
Ativo por ação,"72,34","71,32","68,72","48,54","44,89","41,81","44,68","38,17","36,60","35,80","35,43","32,89","34,09","36,88","38,46","41,78","45,77","39,95"
Receita líquida por ação,"6,54","6,46","4,83","2,73","2,35","1,65","1,48","22,41","20,67","19,50","17,31","15,83","14,76","12,67","11,41","10,81","10,97","9,66"
Margem bruta,"42,81%","40,73%","65,09%","65,36%","77,63%","61,75%","81,04%","30,74%","32,09%","32,74%","29,50%","24,53%","21,40%","16,57%","17,06%","15,77%","16,10%","15,55%"
Margem líquida,"38,07%","28,75%","46,82%","24,49%","95,12%","451,56%","2.187,36%","11,24%","9,50%","10,50%","21,43%","9,04%","5,17%","-4,98%","1,35%","-1,04%","13,82%","1,97%"
