Conta,4T2025 (TTM),2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
P/L,"9,44","6,23","6,46","3,35","7,62","13,12","12,77","40,88","-6,87","-21,04","46,10","4,05","11,26","8,16","0,19","0,21","-2,06"
P/VP,"1,91","1,68","2,18","2,15","2,55","1,72","1,03","0,77","0,54","0,99","0,59","1,06","1,92","0,80","0,02","0,02","0,03"
P/EBIT,"7,61","4,29","5,25","2,47","5,75","11,04","9,15","16,09","-5,97","-9,57","77,59","3,75","8,31","6,06","0,14","0,13","-0,70"
P/EBIT *,"9,27","4,45","6,01","2,58","5,79","12,82","8,16","91,94","-7,98","-8,77","-79,61","4,29","8,09","6,34","0,16","0,14","-3,99"
PSR,"0,99","0,77","1,05","0,71","0,96","1,32","0,82","0,59","0,41","0,98","0,41","0,59","1,18","0,60","0,01","0,01","0,03"
P/Ativos,"0,98","0,78","1,08","1,01","1,16","0,94","0,71","0,48","0,33","0,61","0,36","0,63","1,04","0,43","0,01","0,01","0,01"
LPA,"0,87","1,11","1,36","2,13","0,86","0,38","0,21","0,05","-0,19","-0,12","0,03","0,74","0,35","0,17","0,16","0,14","-0,02"
VPA,"4,31","4,12","4,04","3,32","2,57","2,88","2,60","2,45","2,42","2,61","2,73","2,83","2,03","1,79","1,65","1,49","1,32"
EBIT por ação,"1,08","1,61","1,68","2,88","1,14","0,45","0,29","0,12","-0,22","-0,27","0,02","0,80","0,47","0,23","0,22","0,23","-0,06"
EBIT por ação *,"0,89","1,55","1,47","2,76","1,13","0,39","0,33","0,02","-0,16","-0,30","-0,02","0,70","0,48","0,22","0,19","0,22","-0,01"
Ativo por ação,"8,42","8,87","8,19","7,09","5,67","5,28","3,76","3,92","3,99","4,25","4,40","4,73","3,75","3,27","3,53","3,07","2,89"
Receita líquida por ação,"8,29","8,94","8,41","10,10","6,82","3,73","3,25","3,21","3,22","2,64","3,93","5,04","3,31","2,36","2,35","2,04","1,18"
Margem bruta,"24,30%","29,94%","29,68%","36,48%","27,03%","24,21%","24,88%","14,46%","8,37%","6,88%","12,86%","24,06%","27,22%","22,63%","20,30%","21,98%","13,25%"
Margem líquida,"10,49%","12,39%","16,22%","21,07%","12,61%","10,08%","6,44%","1,43%","-5,92%","-4,65%","0,88%","14,65%","10,44%","7,37%","6,69%","6,93%","-1,64%"
Margem EBIT,"13,01%","17,99%","19,96%","28,54%","16,71%","11,98%","8,99%","3,64%","-6,81%","-10,23%","0,52%","15,83%","14,14%","9,93%","9,25%","11,25%","-4,81%"
Margem EBIT *,"10,68%","17,37%","17,42%","27,34%","16,61%","10,31%","10,08%","0,64%","-5,10%","-11,16%","-0,51%","13,81%","14,54%","9,49%","8,00%","10,66%","-0,85%"
Margem EBITDA,"15,56%","20,45%","22,27%","30,20%","19,02%","16,20%","14,28%","8,40%","-2,20%","-4,91%","4,08%","17,77%","16,53%","13,41%","12,41%","15,16%","1,75%"
Margem EBITDA *,"13,23%","19,83%","19,73%","29,00%","18,91%","14,53%","15,37%","5,40%","-0,49%","-5,84%","3,05%","15,75%","16,92%","12,97%","11,16%","14,56%","5,71%"
Margem operacional,"12,66%","17,90%","20,22%","28,63%","16,88%","13,28%","8,15%","2,65%","-6,43%","-8,13%","-0,78%","14,95%","13,23%","8,08%","6,92%","8,22%","-2,16%"
ROE,"20,18%","26,89%","33,77%","64,04%","33,50%","13,07%","8,04%","1,87%","-7,87%","-4,72%","1,27%","26,08%","17,06%","9,75%","9,52%","9,46%","-1,47%"
ROA,"0,10","0,12","0,17","0,30","0,15","0,07","0,06","0,01","-0,05","-0,03","0,01","0,16","0,09","0,05","0,04","0,05","-0,01"
ROIC,"17,41%","26,97%","30,32%","59,88%","25,00%","13,58%","9,65%","3,44%","-6,92%","-8,18%","0,56%","20,32%","15,69%","9,19%","9,15%","9,92%","-2,40%"
ROIC *,"14,29%","26,04%","26,46%","57,35%","24,84%","11,69%","10,82%","0,60%","-5,18%","-8,93%","-0,55%","17,72%","16,12%","8,79%","7,91%","9,39%","-0,42%"
Giro do ativo,"0,99","1,01","1,03","1,43","1,20","0,71","0,86","0,82","0,81","0,62","0,89","1,06","0,88","0,72","0,66","0,66","0,41"
EBIT *,159 mi,279 mi,263 mi,496 mi,203 mi,69 mi,58 mi,3 mi,-30 mi,-54 mi,-4 mi,125 mi,86 mi,40 mi,33 mi,39 mi,-2 mi
EBITDA,231 mi,328 mi,336 mi,548 mi,233 mi,108 mi,83 mi,48 mi,-13 mi,-24 mi,28 mi,160 mi,98 mi,56 mi,52 mi,55 mi,3 mi
EBITDA *,197 mi,318 mi,298 mi,526 mi,231 mi,97 mi,89 mi,31 mi,-3 mi,-28 mi,21 mi,142 mi,100 mi,55 mi,47 mi,53 mi,12 mi
Liquidez corrente,"1,96","1,98","1,62","1,59","1,26","1,39","1,71","1,55","1,34","1,52","1,63","1,72","1,79","2,02","2,44","2,28","2,28"
